func_sexo;func_idade;func_racacor;func_escolaridade;func_uf;func_deficiencia;empresa_porte;empresa_setor;contrato_horastrabalho;contrato_salario
FEMININO;47;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 100 A 249;Comércio;44;1086,6
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;1597,86
MASCULINO;33;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 100 A 249;Serviços;15;4927,8
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 50 A 99;Comércio;0;310,29
FEMININO;28;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 5 A 9;Indústria;44;1211,1
FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;32;1223,93
FEMININO;38;PRETA-PARDA;SUPERIOR_COMPLETO;RN;NAO;DE 5 A 9;Comércio;44;998,44
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;2073,93
MASCULINO;36;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 500 A 999;Serviços;40;10214,57
MASCULINO;43;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 20 A 49;Serviços;44;2916,81
FEMININO;35;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;1384,65
MASCULINO;41;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Serviços;1;1179,85
MASCULINO;25;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 50 A 99;Serviços;44;2038,34
FEMININO;26;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;36;1058,38
FEMININO;33;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;1184,14
MASCULINO;29;SEM INFO;SUPERIOR_COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;2017,76
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 10 A 19;Indústria;44;1049,23
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Indústria;44;2656,46
FEMININO;37;AMARELA-BRANCA;MEDIO COMPLETO;AL;NAO;DE 100 A 249;Comércio;44;1224,48
MASCULINO;57;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;MA;NAO;DE 50 A 99;Agricultura;44;998
MASCULINO;27;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 50 A 99;Agricultura;44;1170,48
MASCULINO;37;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 20 A 49;Serviços;44;1165,14
FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 20 A 49;Comércio;44;937,33
FEMININO;27;SEM INFO;SUPERIOR_COMPLETO;CE;NAO;DE 5 A 9;Serviços;44;3821,22
MASCULINO;26;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 50 A 99;Comércio;44;2890,49
FEMININO;23;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 10 A 19;Comércio;30;2934,22
FEMININO;27;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;40;2168,85
MASCULINO;21;SEM INFO;MEDIO COMPLETO;MA;NAO;DE 250 A 499;Comércio;44;1196,06
MASCULINO;41;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Construçao civil;44;6151,3
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;BA;SIM;DE 500 A 999;Construçao civil;20;1093,64
FEMININO;27;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;ATE 4;Comércio;44;4034,38
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1088,19
MASCULINO;31;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 100 A 249;Serviços;44;1687,86
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 10 A 19;Serviços;44;1206,56
MASCULINO;25;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Indústria;44;1088,52
FEMININO;30;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 250 A 499;Indústria;44;1016,68
MASCULINO;26;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 50 A 99;Serviços;44;1400,65
MASCULINO;31;SEM INFO;MEDIO COMPLETO;PE;NAO;ATE 4;Comércio;44;1032,87
MASCULINO;38;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;PB;NAO;DE 10 A 19;Comércio;44;1110
MASCULINO;26;SEM INFO;MEDIO COMPLETO;RN;NAO;DE 10 A 19;Indústria;44;1498,62
FEMININO;63;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 20 A 49;Serviços;40;1584,53
FEMININO;32;PRETA-PARDA;SUPERIOR_COMPLETO;PI;NAO;DE 10 A 19;Comércio;40;3472,25
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 100 A 249;Serviços;44;1101,29
FEMININO;23;AMARELA-BRANCA;MEDIO COMPLETO;SE;NAO;DE 100 A 249;Serviços;22;1037,61
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Construçao civil;44;1578,46
MASCULINO;35;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;1127,97
FEMININO;22;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1182,12
MASCULINO;37;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;1000 OU MAIS;Indústria;44;1208,82
MASCULINO;26;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1640,04
MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1076
FEMININO;44;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;1551,82
MASCULINO;27;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 10 A 19;Indústria;44;1626,83
MASCULINO;20;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;AL;NAO;ATE 4;Comércio;44;1031,25
FEMININO;36;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;2075,56
MASCULINO;42;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 250 A 499;Serviços;15;897,5
MASCULINO;27;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;MA;NAO;DE 50 A 99;Serviços;44;2283,96
MASCULINO;39;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Indústria;42;1672,35
FEMININO;20;SEM INFO;MEDIO COMPLETO;PB;NAO;ATE 4;Indústria;44;1050
MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 500 A 999;Serviços;44;1836,3
MASCULINO;35;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Comércio;44;1560,89
MASCULINO;42;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 10 A 19;Indústria;44;2025,2
MASCULINO;47;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Construçao civil;44;1451,61
FEMININO;38;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;1630,56
FEMININO;55;SEM INFO;SUPERIOR_COMPLETO;AL;NAO;DE 100 A 249;Serviços;2;1389,75
MASCULINO;47;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 20 A 49;Serviços;44;1518,3
MASCULINO;27;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;ATE 4;Comércio;44;997,99
FEMININO;24;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1259,39
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Indústria;44;1682,44
FEMININO;30;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 50 A 99;Serviços;44;993,95
MASCULINO;40;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;2004,65
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 20 A 49;Comércio;44;1500,91
MASCULINO;47;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;1204,2
MASCULINO;21;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PB;NAO;DE 20 A 49;Comércio;44;1721,38
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 20 A 49;Comércio;44;1489,94
FEMININO;27;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;1680,35
MASCULINO;45;SEM INFO;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 500 A 999;Agricultura;44;825,18
MASCULINO;19;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Agricultura;44;1155,92
FEMININO;24;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Comércio;44;1102,16
FEMININO;27;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;1000 OU MAIS;Agricultura;44;764,41
MASCULINO;22;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Agricultura;44;998
FEMININO;32;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 100 A 249;Serviços;30;3049,42
MASCULINO;36;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 50 A 99;Administraçao pública;44;2762,38
FEMININO;41;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 250 A 499;Comércio;44;1051,84
FEMININO;36;AMARELA-BRANCA;MEDIO COMPLETO;PB;NAO;DE 500 A 999;Serviços;21;499,81
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;33;1513,95
MASCULINO;32;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;1000 OU MAIS;Serviços;44;2444,65
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Construçao civil;44;1069,1
FEMININO;24;SEM INFO;MEDIO COMPLETO;AL;NAO;ATE 4;Comércio;44;1020
FEMININO;29;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 5 A 9;Comércio;44;1000,24
FEMININO;53;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1715,68
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;39;2903,1
FEMININO;33;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;36;1283,88
MASCULINO;28;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 100 A 249;Serviços;44;2562,78
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 20 A 49;Serviços;44;1878,06
MASCULINO;49;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 50 A 99;Serviços;44;1574,03
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 10 A 19;Indústria;44;1148
FEMININO;26;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 100 A 249;Serviços;44;1943,26
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 100 A 249;Serviços;40;1086,5
MASCULINO;42;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;CE;NAO;DE 20 A 49;Indústria;44;1504,21
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;1083,92
FEMININO;47;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 100 A 249;Serviços;44;1511,62
MASCULINO;37;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Comércio;44;1560,16
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;1000 OU MAIS;Serviços;36;1530,37
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 50 A 99;Serviços;44;1066,43
MASCULINO;26;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 20 A 49;Construçao civil;44;1043,69
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;1479,19
MASCULINO;30;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;40;998
FEMININO;39;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;DE 5 A 9;Serviços;44;1083,81
MASCULINO;38;PRETA-PARDA;SUPERIOR_COMPLETO;RN;NAO;DE 10 A 19;Serviços;44;3339,55
MASCULINO;34;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;CE;NAO;ATE 4;Agricultura;44;998
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;24;3205,74
MASCULINO;29;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 50 A 99;Agricultura;44;1002,9
MASCULINO;25;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1711,32
FEMININO;37;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 250 A 499;Agricultura;44;1077,47
FEMININO;28;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Serviços;44;1354,51
MASCULINO;43;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 50 A 99;Agricultura;44;1010,58
FEMININO;35;AMARELA-BRANCA;SUPERIOR_COMPLETO;PB;NAO;DE 10 A 19;Serviços;44;2256,93
FEMININO;53;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;1457,45
MASCULINO;46;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;SIM;DE 100 A 249;Serviços;44;1118,28
FEMININO;22;SEM INFO;SUPERIOR_INCOMPLETO;BA;NAO;DE 50 A 99;Serviços;44;1196,08
MASCULINO;39;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 250 A 499;Serviços;44;998,01
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Comércio;44;1157,95
MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;1039,36
FEMININO;31;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;1000 OU MAIS;Serviços;36;1152,43
FEMININO;31;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Serviços;44;1711,25
MASCULINO;37;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;4837,63
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Indústria;44;1270,73
MASCULINO;32;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Indústria;44;2688,74
FEMININO;32;SEM INFO;MEDIO COMPLETO;PB;NAO;DE 5 A 9;Serviços;44;999,95
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;36;1120,29
FEMININO;44;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 100 A 249;Comércio;44;1148,16
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;ATE 4;Serviços;44;965,8
FEMININO;24;AMARELA-BRANCA;SUPERIOR_COMPLETO;AL;NAO;DE 50 A 99;Serviços;20;1077,92
MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 5 A 9;Serviços;44;1036
MASCULINO;26;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PI;NAO;ATE 4;Construçao civil;44;1516,07
MASCULINO;34;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 100 A 249;Serviços;40;3980
MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;CE;SIM;DE 250 A 499;Comércio;44;1158,67
FEMININO;32;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Comércio;44;1111,11
MASCULINO;32;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 100 A 249;Serviços;44;2102,5
FEMININO;30;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 5 A 9;Comércio;44;1570,17
FEMININO;22;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;1000 OU MAIS;Serviços;36;1044,3
MASCULINO;24;PRETA-PARDA;SUPERIOR_INCOMPLETO;PE;NAO;DE 250 A 499;Serviços;40;2667,58
MASCULINO;46;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Serviços;22;939,7
MASCULINO;25;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 20 A 49;Agricultura;44;1656,59
MASCULINO;30;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;35;800,17
FEMININO;18;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1217,26
MASCULINO;42;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Serviços;44;1744,25
MASCULINO;36;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;ATE 4;Agricultura;44;1087,8
MASCULINO;49;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;1296,58
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;1125
MASCULINO;34;SEM INFO;ANALFABETO-FUND_INCOMPLETO;BA;NAO;ATE 4;Comércio;44;1005,51
FEMININO;39;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 250 A 499;Serviços;4;5278,09
MASCULINO;40;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Comércio;44;2006,86
MASCULINO;67;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 10 A 19;Indústria;0;1761,21
FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Serviços;44;1039,11
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 20 A 49;Serviços;44;1645,29
MASCULINO;37;PRETA-PARDA;SUPERIOR_COMPLETO;AL;NAO;DE 5 A 9;Serviços;44;2767,14
MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;ATE 4;Comércio;44;1045
MASCULINO;45;SEM INFO;MEDIO COMPLETO;PI;NAO;DE 50 A 99;Serviços;44;1056,8
MASCULINO;27;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PI;NAO;DE 50 A 99;Serviços;44;1686,29
MASCULINO;32;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Comércio;44;1680,72
MASCULINO;35;SEM INFO;MEDIO COMPLETO;AL;NAO;ATE 4;Comércio;44;1500
MASCULINO;64;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;RN;NAO;DE 20 A 49;Indústria;36;1413,5
FEMININO;28;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 50 A 99;Serviços;44;3257,04
MASCULINO;50;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;MA;NAO;DE 20 A 49;Agricultura;44;2495,76
MASCULINO;42;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;ATE 4;Comércio;44;1554,04
MASCULINO;25;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;2216,53
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Indústria;44;1111,1
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 20 A 49;Serviços;44;966,64
FEMININO;41;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 250 A 499;Serviços;44;1508,43
MASCULINO;38;PRETA-PARDA;SUPERIOR_COMPLETO;SE;NAO;1000 OU MAIS;Serviços;0;7156,19
MASCULINO;51;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;RN;NAO;DE 250 A 499;Administraçao pública;40;1505,28
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Serviços;44;1406,04
MASCULINO;32;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;MA;NAO;DE 10 A 19;Construçao civil;44;1623,6
FEMININO;31;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 50 A 99;Serviços;10;881,25
FEMININO;30;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;PI;NAO;DE 20 A 49;Comércio;44;1800
FEMININO;42;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;24;2561,72
FEMININO;46;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 50 A 99;Serviços;30;4531,81
FEMININO;29;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;1895,57
FEMININO;40;SEM INFO;SUPERIOR_INCOMPLETO;BA;NAO;DE 10 A 19;Indústria;44;1089,45
MASCULINO;43;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;44;2293,79
FEMININO;39;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 50 A 99;Serviços;25;2657,06
MASCULINO;59;AMARELA-BRANCA;SUPERIOR_COMPLETO;SE;NAO;DE 100 A 249;Serviços;40;35419,64
MASCULINO;34;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;ATE 4;Serviços;44;1068,5
FEMININO;36;SEM INFO;MEDIO COMPLETO;SE;NAO;DE 5 A 9;Serviços;44;1691,56
MASCULINO;38;SEM INFO;ANALFABETO-FUND_INCOMPLETO;BA;NAO;ATE 4;Agricultura;44;998,01
MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 500 A 999;Construçao civil;44;1739,6
FEMININO;24;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;1209,6
FEMININO;25;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;CE;NAO;1000 OU MAIS;Indústria;44;1057,53
MASCULINO;59;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 250 A 499;Indústria;33;25231,74
FEMININO;32;SEM INFO;SUPERIOR_COMPLETO;CE;NAO;ATE 4;Indústria;44;2642,46
FEMININO;26;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Serviços;21;2031,01
MASCULINO;23;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;ATE 4;Comércio;44;1006,9
MASCULINO;28;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;DE 100 A 249;Comércio;44;1060,72
FEMININO;19;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Indústria;44;1121,44
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;1475,44
FEMININO;37;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 50 A 99;Comércio;44;1463,19
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Agricultura;44;1514,18
MASCULINO;34;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Comércio;44;1847,68
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;ATE 4;Comércio;34;788,8
MASCULINO;19;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;1257,68
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 250 A 499;Serviços;20;564,52
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 50 A 99;Serviços;44;1590,28
MASCULINO;21;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;2631,48
MASCULINO;42;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;44;1639,28
FEMININO;30;PRETA-PARDA;SUPERIOR_COMPLETO;RN;NAO;1000 OU MAIS;Serviços;36;1567,55
MASCULINO;22;SEM INFO;MEDIO COMPLETO;PI;NAO;DE 100 A 249;Comércio;44;1677,26
MASCULINO;44;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Construçao civil;44;1971,16
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;998
FEMININO;37;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;12;7813,18
FEMININO;28;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1550
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;941,63
FEMININO;40;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;ATE 4;Serviços;44;1146,8
FEMININO;28;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;15;972,42
MASCULINO;31;SEM INFO;SUPERIOR_COMPLETO;RN;NAO;DE 10 A 19;Serviços;7;1080
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;1000 OU MAIS;Serviços;36;1385,12
FEMININO;37;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Serviços;36;1236,53
MASCULINO;28;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 250 A 499;Serviços;44;1713,23
MASCULINO;31;AMARELA-BRANCA;SUPERIOR_COMPLETO;AL;NAO;ATE 4;Comércio;44;2375,69
MASCULINO;43;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 5 A 9;Comércio;44;1110
FEMININO;32;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;24;748,12
MASCULINO;30;PRETA-PARDA;SUPERIOR_INCOMPLETO;PE;NAO;DE 500 A 999;Serviços;44;5990,45
MASCULINO;30;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1150
MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;4624,89
MASCULINO;27;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Agricultura;10;1039,01
FEMININO;30;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;39;1855,2
MASCULINO;22;SEM INFO;SUPERIOR_INCOMPLETO;PE;NAO;DE 250 A 499;Serviços;44;2625,24
MASCULINO;23;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;DE 5 A 9;Comércio;44;998
